name,type,category,power,accuracy,pp,description,move_page_desc,makes_contact,introduced,priority
Thrash,Normal,Physical,120,100,10,User attacks for 2-3 turns but then becomes confused.,"The user ofThrashattacks for 2-3 turns, during which it cannot switch out, and then becomes confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance inGenerations 1-6). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack.",Yes,1,0
Throat Chop,Dark,Physical,80,100,15,Prevents use of sound moves for two turns.,Throat Chopdeals damage and prevents the target from using sound-based moves such asHyper Voicefor two turns.,Yes,7,0
Thunder,Electric,Special,110,70,10,May paralyze opponent.,Thunderdeals damage and has a 30% chance of paralyzing the target.,No,1,0
Thunder Cage,Electric,Special,80,90,15,"Deals damage and traps opponent, damaging them for 4-5 turns.","Deals damage and traps opponent, damaging them for 4-5 turns.",No,8,0
Thunder Fang,Electric,Physical,65,95,15,May cause flinching and/or paralyze opponent.,"Thunder Fangdeals damage, has a 10% chance of paralyzing the target, and has a 10% chance of causing the target to flinch (if the target has not yet moved).",Yes,4,0
Thunder Punch,Electric,Physical,75,100,15,May paralyze opponent.,Thunder Punchdeals damage and has a 10% chance of paralyzing the target.,Yes,1,0
Thunder Shock,Electric,Special,40,100,30,May paralyze opponent.,Thunder Shockdeals damage and has a 10% chance of paralyzing the target.,No,1,0
Thunder Wave,Electric,Status,0,90,20,Paralyzes opponent.,"Thunder Waveparalyzes the opponent. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% inGenerations 1-6).",No,1,0
Thunderbolt,Electric,Special,90,100,15,May paralyze opponent.,Thunderboltdeals damage and has a 10% chance of paralyzing the target.,No,1,0
Thunderclap,Electric,Special,70,100,5,Strikes before a target's move.,Strikes before a target's move.,No,9,1
Thunderous Kick,Fighting,Physical,90,100,10,Lowers opponent's Defense.,Lowers opponent's Defense.							(100% chance),Yes,8,0
Tickle,Normal,Status,0,100,20,Lowers opponent's Attack and Defense.,Ticklelowers the target's Attack and Defense by one stage each.,No,3,0
Tidy Up,Normal,Status,0,0,10,"Removes the effects of entry hazards and Substitute, and boosts user’s Attack and Speed.","Removes the effects of entry hazards and Substitute, and boosts user’s Attack and Speed.",No,9,0
Topsy-Turvy,Dark,Status,0,0,20,Reverses stat changes of opponent.,Topsy-Turvyreverses the stat changes of the target Pokémon.,No,6,0
Torch Song,Fire,Special,80,100,10,Raises user's Special Attack.,Raises user's Special Attack.,No,9,0
Torment,Dark,Status,0,100,15,Opponent cannot use the same move in a row.,"Opponent cannot use the same move in a row.Z-Move effectsWhen a Pokémon is holdingDarkinium Zand uses its Z-Power,Tormentturns intoZ-Tormentand raises Defense one stage, in addition to its usual effect as above.",No,3,0
Toxic,Poison,Status,0,90,10,Badly poisons opponent.,Toxiccauses the target to bebadly poisoned.Pokémon that are badly poisoned will lose an increasing amount of HP at the end of each turn.,No,1,0
Toxic Spikes,Poison,Status,0,0,20,Poisons opponents switching into battle.,"Toxic Spikeslays a trap of poisonous spikes around the foe, which poison Pokémon switching in to the opposing field. If used more than once, incoming Pokémon will be badly poisoned.",No,4,0
Toxic Thread,Poison,Status,0,100,20,Poisons opponent and lowers its Speed.,"Toxic Threadpoisons the target, and lowers its Speed by one stage.",No,7,0
Trailblaze,Grass,Physical,50,100,20,Raises user's Speed.,Trailblazedeals damage and raises the user's speed by one stage.,Yes,9,0
Transform,Normal,Status,0,0,10,User takes on the form and attacks of the opponent.,"User takes on the form and attacks of the opponent.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Transformturns intoZ-Transformand fully restores the user's HP, in addition to its usual effect as above.",No,1,0
Tri Attack,Normal,Special,80,100,10,"May paralyze, burn or freeze opponent.","Tri Attackdeals damage and has a 20% chance of paralyzing, burning or freezing the target - i.e. a 6.67% chance of each status condition.",No,1,0
Trick,Psychic,Status,0,100,10,Swaps held items with the opponent.,"Trickswitches held items with the target. It does not require both Pokémon to be holding an item, in which case the item is simply given to the target or received from it.",No,3,0
Trick Room,Psychic,Status,0,0,5,Slower Pokémon move first in the turn for 5 turns.,"Slower Pokémon move first in the turn for 5 turns.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Trick Roomturns intoZ-Trick Roomand raises Accuracy one stage, in addition to its usual effect as above.",No,4,-7
Trick-or-Treat,Ghost,Status,0,100,20,Adds Ghost type to opponent.,Trick-or-Treatadds the Ghost type to the target. If the target is dual-typed they essentially become a triple-typed Pokémon.,No,6,0
Triple Arrows,Fighting,Physical,90,100,10,High critical hit ratio. May lower opponent's Defense or cause them to flinch.,"Triple Arrowsdeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24). It has a 50% chance of lowering the target's Defense by one stage, and has a 30% chance of causing the target to flinch (if the target has not yet moved).",No,8,0
Triple Axel,Ice,Physical,20,90,10,Attacks thrice with more power each time.,A consecutive three-kick attack that becomes more powerful with each successful hit.,Yes,8,0
Triple Dive,Water,Physical,30,95,10,Hits 3 times in a row.,Hits 3 times in a row.,Yes,9,0
Triple Kick,Fighting,Physical,10,90,10,Hits thrice in one turn at increasing power.,"Triple Kickdeals damage and will strike three times, with each kick's base power increasing by 10. In other words the blows will be base power 10, 20 and 30 - a total of60.",Yes,2,0
Trop Kick,Grass,Physical,70,100,15,Lowers opponent's Attack.,Trop Kickdeals damage and lowers the target's Attack by one stage.,Yes,7,0
Trump Card,Normal,Special,0,∞,5,"The lower the PP, the higher the power.","Trump Cardinflicts more damage when fewer PP are left, as per the table. The power is calculated based on the PP remainingafter the move has been used;this is to account for the abilityPressurewhich deducts 2 PP for each move.",Yes,4,0
Twin Beam,Psychic,Special,40,100,10,Hits twice in one turn.,Hits twice in one turn.,No,9,0
Twineedle,Bug,Physical,25,100,20,Hits twice in one turn. May poison opponent.,"Twineedledeals damage and will strike twice (with 25 base power each time). It has a 20% chance of poisoning the target.PoisonorSteeltype Pokémon, those with the abilityImmunityor those behind aSubstitutecannot be poisoned.",No,1,0
Twinkle Tackle,Fairy,0,0,0,1,Fairy type Z-Move.,"Twinkle Tackleis the Fairy type Z-Move, introduced in Pokémon Sun/Moon.",No,7,0
Twister,Dragon,Special,40,100,20,May cause flinching. Hits Pokémon using Fly/Bounce with double power.,Twisterdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,No,2,0
U-turn,Bug,Physical,70,100,20,User switches out immediately after attacking.,"User switches out immediately after attacking.Z-Move effectsWhen a Pokémon is holdingBuginium Zand uses its Z-Power,U-turnturns intoSavage Spin-Outand has base power140.",Yes,4,0
Upper Hand,Fighting,Physical,65,100,15,Strikes before a target's priority move.,Strikes before a target's priority move.,No,9,3
Uproar,Normal,Special,90,100,10,User attacks for 3 turns and prevents sleep.,"Uproarinflicts damage for 3 turns. During this time, no Pokémon on the field will be able to sleep, and any sleeping Pokémon will be woken up.",No,3,0
V-create,Fire,Physical,180,95,5,"Lowers user's Defense, Special Defense and Speed.","V-createdeals damage but lowers the user's Defense, Special Defense and Speed by one stage each after attacking.",Yes,5,0
Vacuum Wave,Fighting,Special,40,100,30,User attacks first.,Vacuum Wavedeals damage and has a priority of +1.,No,4,1
Veevee Volley,Normal,Physical,0,∞,20,Power increases when player's bond is stronger.,"Veevee Volleyis an Eevee-exclusivePartner Powerfrom Pokémon Let's Go. The power increases when Eevee's Friendship is higher (similar toReturn), up to a maximum base power of102.",Yes,7,0
Venom Drench,Poison,Status,0,100,20,Lowers poisoned opponent's Special Attack and Speed.,"If the target is poisoned,Venom Drenchlowers its Attack, Special Attack and Speed by one stage each.",No,6,0
Venoshock,Poison,Special,65,100,10,Inflicts double damage if the target is poisoned.,"Inflicts double damage if the target is poisoned.Z-Move effectsWhen a Pokémon is holdingPoisonium Zand uses its Z-Power,Venoshockturns intoAcid Downpourand has base power120.",No,5,0
Victory Dance,Fighting,Status,0,0,10,Raises Attack and Defense.,"Victory Danceraises the user's Attack, Defense and Speed by one stage each.",No,8,0
Vine Whip,Grass,Physical,45,100,25,,Vine Whipdeals damage with no additional effect.,Yes,1,0
Vise Grip,Normal,Physical,55,100,30,,Vise Gripdeals damage with no additional effect.,Yes,1,0
Vital Throw,Fighting,Physical,70,∞,10,"User attacks last, but ignores Accuracy and Evasiveness.","Vital Throwdeals damage with lower priority, so most attacks will take place before it.Vital Throwignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage ofBounce,Dig,Dive,Fly,Phantom Force,Shadow ForceorSky Drop.",Yes,2,-1
Volt Switch,Electric,Special,70,100,20,User must switch out after attacking.,"User must switch out after attacking.Z-Move effectsWhen a Pokémon is holdingElectrium Zand uses its Z-Power,Volt Switchturns intoGigavolt Havocand has base power140.",No,5,0
Volt Tackle,Electric,Physical,120,100,15,User receives recoil damage. May paralyze opponent.,"Volt Tackledeals damage and has a 10% chance of paralyzing the target, but the user receives1⁄3of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP.",Yes,3,0
Wake-Up Slap,Fighting,Physical,70,100,10,"Power doubles if opponent is asleep, but wakes it up.","Wake-Up Slapdeals damage, and hits with double power (140) if the target is asleep. However, it also wakes up the target.",Yes,4,0
Water Gun,Water,Special,40,100,25,,Water Gundeals damage with no additional effect.,No,1,0
Water Pledge,Water,Special,80,100,10,Added effects appear if preceded by Fire Pledge or succeeded by Grass Pledge.,"Water Pledgedeals damage at base power80. If a teammate usesGrass PledgeorFire Pledgein the same turn, the moves combine into one attack of base power160and added effects appear.",No,5,0
Water Pulse,Water,Special,60,100,20,May confuse opponent.,Water Pulsedeals damage and has a 20% chance ofconfusingthe target.,No,3,0
Water Shuriken,Water,Special,15,100,20,Hits 2-5 times in one turn.,Water Shurikenattacks with increased priority.,No,6,1
Water Sport,Water,Status,0,0,15,Weakens the power of Fire-type moves.,Water Sportreduces the power ofFire-type moves by 50%. The effect applies to the entire field.,No,3,0
Water Spout,Water,Special,150,100,5,"The higher the user's HP, the higher the damage caused.",Water Spoutinflicts more damage when the user's HP is higher. At full HP its base power is150and it decreases in proportion - i.e. the power is:,No,3,0
Waterfall,Water,Physical,80,100,15,May cause flinching.,Waterfalldeals damage and has a 20% chance of causing the target to flinch (if the target has not yet moved).,Yes,1,0
Wave Crash,Water,Physical,120,100,10,User receives recoil damage.,"Wave Crashdeals damage, but the user receives1⁄3of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP.",Yes,8,0
Weather Ball,Normal,Special,50,100,10,Move's power and type changes with the weather.,"The power and type ofWeather Ballchanges with the weather. With no weather condition it isNormaland has a base power of 50. If a weather condition is in effect, its power doubles to 100 and the move becomes a different type:",No,3,0
Whirlpool,Water,Special,35,85,15,"Traps opponent, damaging them for 4-5 turns.","Whirlpoolinflicts damage on the first turn then traps the opponentin the vortex, causing them to lose1⁄8of their maximum HP after each turn, for 4-5 turns.",No,2,0
Whirlwind,Normal,Status,0,0,20,"In battles, the opponent switches. In the wild, the Pokémon runs.","In the wild,Whirlwindblows the target Pokémon away if they are of a lower level, and the battle ends.",No,1,-6
Wicked Blow,Dark,Physical,75,100,5,Always results in a critical hit and ignores stat changes.,"Always results in a critical hit and ignores stat changes.ChangesInGeneration 8,Wicked Blowhas 80 base power.",Yes,8,0
Wicked Torque,Dark,Physical,80,100,10,May put opponent to sleep.,Wicked Torquedeals damage and has a 10% chance of putting the target to sleep.,No,9,0
Wide Guard,Rock,Status,0,0,10,Protects the user's team from multi-target attacks.,"Wide Guardprotects the user's team from all multi-target moves (such asSurforRock Slide), for the duration of the turn. It has priority +3 so will activate before most other moves.",No,5,3
Wild Charge,Electric,Physical,90,100,15,User receives recoil damage.,"Wild Chargedeals damage, but the user receives1⁄4of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP.",Yes,5,0
Wildbolt Storm,Electric,Special,100,80,10,May paralyze target.,Wildbolt Stormdeals damage and has a 20% chance of paralyzing the target. The move targets both opponents in a double battle (each with a 20% chance of paralysis).,No,8,0
